Product Name,Code,Batch No,"MFI (gm/10min)
(min)","MFI (gm/10min)
(max)","Density
(gm/cc)
(min)","Density
(gm/cc)
(max)","Ash Content
(%)
(min)","Ash Content
(%)
(max)","Moisture
(%)","TS @ yield(MPa)
(min)","TS @ yield(MPa)
(max)","El@yl ( % )
(min)","El@yl ( % )
(max)","Flexural Modulus(MPa)
(min)","Flexural MS(MPa)
(max)","Flexural Strength @ PL(MPa)
(min)","FS @ PL(MPa)
(max)",Izod imp(J/m)(min),"500
(min)","500
(max)",Izod imp(J/m)(max),Flammability @3.2 mm (Rating),"Flammability
(thickness (mm))","HDT 
(Min) ( °C )","HDT
(max) (°C)",Glow Wire Test @ 3.2mm (°C),"Glow Wire Test
thickness (mm)","El@Brk ( % )
(min)","El@Brk ( % )
(max)",Remark,Rev. No.,COLOR,"Mould Shrinkage, Linear(%)",Water Absorption(%),"Un-Notched Izod Impact Strength @ 23°C, 3.2 mm		","Melting Point(°C)
(min)","Un-annealed, HDT @ 0.455 MPa	",Vicat Softening Point,Coefficient of Linear Thermal Expansion                ,Comparative Tracking Index,Dielectric Strength(KV/mm),Dielectric Constant(Unit Less),Volume Resistivity (Ohm.cm),Surface Resistivity(Ohm),Drying Temperature Dehumidified dryer(°C),Drying Time(Hrs),Rear Temperature(°C),Middle Temperature(°C),Front Temperature,Nozzle Temperature(°C),Mold Temperature(°C),MFI TEST CONDITION,"Mould Shrinkage, transverse","Tensile Strength at Yield, TEST CONDITION","Tensile Modulus, TEST CONDITION",Elongation at Yield TEST CONDITION,Flexural Strength TEST CONDITION,Flammability @0.8,Flammability @1.6,GWT @0.8,GWT @1.6,L (min),a (min),b (min),Issue Date,L (max),a (max),b (max),,ROHS,REACH,Halogen Free,Long Cut,Color Variation (Black Spot Free),Finish (Shine/Dull),Recycle Content Type (PIR/PCR),PIR %tage,PCR %tage,Yellow Card,Phosphorus Free,Persistent organic pollutants (POP),Aesthetic function,Railway fire smoke requirements (EN45545),Friction resistance,"Fatigue resistance  {ISO 13003 (flexure fatigue),ISO 15850 (delamination)}",Ozone resistance,Chemical resistance ,Laser printing,Pad printing,Labelling ,"Welding Precise mode (laser, ultrasonic, ..)",Delta E,Transmittance,GWT or UL Seconds
CiLON™ 50% GF PA66 Black,720C5001,,5,15,1.5,1.54,48,52,0.2,160,200,6,10,"10,000.00","14,000.00",280,320,150,,,-,-,-,240,250,,,,,,Rev. No. 00,Black,0.2,1,,260 ± 3,,,,,,,,,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,0.2,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,10/10/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiLON™ Unfilled PA6 Red,710C0025,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Red,,,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 60% GF PA66 Black,720C6001,,1,6,1.56,1.6,58,62,0.2,200,220,4,8,"12,000.00","16,000.00",320,360,150,-,-,-,-,-,243,253,-,-,-,-,-,Rev. No. 00,Black,0.2,1,-,260 ± 3,-,-,-,-,-,-,-,-,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,0.4,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,-,-,-,1/12/2023,-,-,-,-,,,,-,-,-,-,-,-,,-,-,,,,,,,,,,,,,
ZiLITE™ 20% GB PBT Natural,730C2431,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Natural,,,,,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 260,70 - 90,250°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eCiLON™ 35% GF PA6 Black,711C3006,,20,40,1.34,1.38,33,37,0.2,90,110,6,10,"4,500.00","6,500.00",150,170,90,,,-,-,-,200,210,,,,,,Rev. No. 00,Black,0.4,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,10/11/2023,,,,,,,,,,,PCR,,65,,,,,,,,,,,,,,,,
ZiLITE™ 20% GF FR CFL White PBT,730C2094F,,20,30,1.49,1.53,25,29,0.15,75,95,5,7,"3,200.00","4,200.00",125,155,55,,,,V0,3.2,185,195,,,,,,Rev. No. 00,White,0.5,,,225 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 260,70 - 90,250°C/2.16kg,0.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
ZiLITE™ 15% GF PBT Natural,730C1031,,15,35,1.38,1.42,13,17,0.2,90,110,4,8,"2,500.00","3,500.00",150,170,60,,,100,-,,175,185,,,,,,Rev. No. 00,Natural,0.4,0.25,,225 ± 2,195 ± 5,-,-,600,-,-,1.00E+15,1.00E+12,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 260,70 - 90,250°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,25/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABSiL™ 15% GF ABS Natural,900C1031,,10,20,1.14,1.18,13,17,0.2,30,50,4,8,"2,000.00","3,000.00",50,70,100,,,,,,95,105,,,,,,Rev. No. 00,Natural,0.8,0.25,,,,,,,,,,,70 - 90,4-Feb,180 - 190,190 - 200,200 -210 ,220 - 230,60 - 80,220°C/10kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,3/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiLON™ 30% GF PA6 Yellow,710C3041,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,Rev. No. 00,Yellow,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF PA6 Yellow,710C3042,,15,35,1.34,1.38,28,32,0.2,120,140,5,9,"7,500.00","8,500.00",190,220,70,,,,-,-,190,200,,,,,,Rev. No. 00,Yellow,0.3,1,,220 ± 2,,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,69.79,,,22/3/2022,70.23,23.58,61.7,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
eCiLON™ 30% PA6 GF Black,711C3002E,,20,40,1.3,1.34,28,32,0.15,80,100,5,9,"3,300.00","4,300.00",140,160,70,,,150,,,190,200,,,,,,Rev. No. 00,Black,0.3,1,,220 ± 5,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,1/7/2022,,,,,,,,,,,PCR,,65,,,,,,,,,,,,,,,,
CiLON™ 30% GF White,710C3091,,20,30,1.31,1.35,28,32,0.15,145,165,6,10,"4,200.00","5,200.00",235,265,100,,,200,,,195,205,,,,,,Rev. No. 00,White,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,1/7/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
ZiLITE™ 20% GF CFL White PBT,730C2093AO,,19,25,1.44,1.48,26,30,0.15,90,110,6,10,"3,700.00","4,700.00",90,110,80,,,150,,,,,,,,,,Rev. No. 00,White,,,,,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 260,70 - 90,250°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
ZiLITE™ 20% GF CFL White PBT,730C2093L,,17,29,1.46,1.5,24,28,0.15,90,110,6,10,"3,000.00","4,000.00",140,160,60,,,150,-,,170,180,,,,,,Rev. No. 04,White,0.6,0.5,,225 ± 2,,,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 260,70 - 90,250°C/2.16kg,0.6,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,86.17,-1.27,-2.78,26/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ UF PA6 Super Tough Black,710C0001ST,,5,15,1.08,1.12,1,,0.2,45,55,6,10,"1,700.00","2,300.00",70,90,700,,,  ,-,3.2,55,65,,,,,,Rev. No. 01,Black,2.2,0.4,-,220 ± 2,,,,,,,,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 270,60 - 70,275°C/2.16kg,2.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,10/10/2023,,,,,,,,Long Cut Free,Black Spot Free,Shine,,,,,,,,,,,,,,,,,,,
CiLON™ 35% GF PA66 Heat Stabilized Black,720C3005HS,,8,18,1.36,1.4,33,37,0.15,175,205,6,10,"6,000.00","7,000.00",275,305,150,,,,-,3.2,240,250,,,,,,Rev. No. 00,Black,0.3,0.4,,260 ± 5,,-,-,-,-,-,-,-,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,10/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eCiLON™ 15% GF PA6 Black,711C1001A,,20,40,1.19,1.23,14,16,0.2,100,120,6,10,"3,500.00","4,500.00",175,195,75,-,-,-,-,3.2,160,170,-,-,-,-,-,Rev. No. 01,Black,0.5,1,-,220 ± 5,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,29/4/2024,,,,,,,,Long Cut Free,Black spot Free,shine,PCR,,65,,,,,,,,,,,,,,,,
CiLON™ 20% MF + 5% GF FR PA6 Grey,710C2383F2,,15,35,1.34,1.38,23,27,0.4,60,90,4,10,"3,000.00","4,000.00",100,140,35,,,,V2,3.2,150,,960,3.2,,,,Rev. No. 01,Grey,0.7,1,-,220 ± 2,195,-,-,600,20,-,1.00E+14,1.00E+12,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,80 - 100,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,960,,80,-1.3,2.2,21/10/2022,,,,,,,,Long Cut Free,Black spot Free,shine,,,,,,,,,,,,,,,,,0.5,,3
eCiLON™ 20% GF FR PA6 Black,711C2001F,,15,25,1.34,1.38,18,22,0.2,80,100,6,10,"4,000.00","5,500.00",140,170,60,,,,V2,1.5,160,150,,,,,,Rev. No. 02,Black,0.4,0.4,,220 ± 2,,,,,,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,V2,,,,,,27/01/2025,,,,,,,,Long Cut Free,Black spot Free,shine,PCR,,65,,,,,,,,,,,,,,,,3
eCiLON™ 25% GF FR PA 6 Red Phosphorous,711C2002F,,25,,1.33,1.37,28,32,0.15,90,110,3,7,"4,000.00","5,000.00",135,165,72,,,,V0,3.2,190,210,960,3.2,,,,Rev. No. 00,Black,0.5,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,21/10/2021,,,,,,,,,,,PCR,,65,,,,,,,,,,,,,,,,3
CiLON™ 25% Filled FR PA6 Black,711C2301F,,50,,1.34,1.38,23,27,0.2,40,60,3,7,"3,000.00","5,000.00",80,100,30,,,,V2,3.2,140,150,850,1.5,,,,Rev. No. 00,Black,0.7,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,V2,850,850,,,,24/8/2022,,,,,,,,,,,PCR,,65,,,,,,,,,,,,,,,,3
CiLON™ 25% GF PA6 Green,710C2051,3100111,25,45,1.24,1.28,23,27,0.15,125,155,6,10,"4,500.00","5,500.00",205,235,80,,,,NON FR,3.2,170,180,,,,,,Rev. No. 00,Green,0.4,1,,220 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,21/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 20% MF PP White,500C2291,,7,17,0.99,1.03,18,22,0.15,22,28,6,10,"1,300.00","2,300.00",45,51,45,,,,Non FR,3.2,70,80,,,,,,Rev. No. 02,White,1.8,0.25,,160 ± 3,-,-,-,-,-,-,-,-,80 - 100,4-Feb,160 - 170,170 - 180,190 - 190,190 - 200,60 - 80,230°C/2.16,1.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,10/10/2021,,,,,,,,Long Cut Free,Black spot Free,shine,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ 20 % TF PP Cherry Red,500C2122,,25,35,1.05,1.07,24,28,0.15,23,27,6,8,"1,000.00","1,400.00",37,43,40,,,,,3.2,75,85,,,,,,Rev. No. 01,Cherry Red,1.5,0.25,,160 ± 3,,,,,,,,,80 - 100,4-Feb,160 - 170,170 - 180,190 - 190,190 - 200,60 - 80,230°C/2.16,1.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,10/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
HiLENE™ MF PP Red,500C2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HiLENE™ 20% TF PP Red,500C2121,,18,22,1.08,1.12,18,22,0.15,29,35,7,9,"2,500.00","2,800.00",56,64,25,,,,,,80,90,,,,,,Rev. No. 01,White,1.5,0.25,,160 ± 3,,,,,,,,,80 - 100,4-Feb,160 - 170,170 - 180,190 - 190,190 - 200,60 - 80,230°C/2.16,1.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,15/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 15% GF PA6 LED ALLOY,710C1092,,20,40,1.18,1.22,13,17,0.15,110,130,6,10,"2,800.00","3,400.00",165,195,70,,,,Non FR,3.2,155,165,,,,,,Rev. No. 00,White,0.6,0.4,,220 ± 2,,,,,,-,-,-,80 - 100,4-Feb,230 - 240,240 - 250,250 - 260,260 - 280,60 - 80,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 20% MF + 5% GF FR PA6 MCB RAL7035 Grey,710C2383F4,,20,30,1.34,1.38,23,27,0.2,70,80,2,8,"4,000.00","6,000.00",100,120,30,,,,V2,3.2,150, ,960,3.2,,,,Rev. No. 03,Grey RAL 7035,0.7,1,-,220 ± 2,195,-,-,600,20,-,1.00E+14,1.00E+12,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min, ,V2,960,960,80.4,-0.56,1.15,16/02/2025,,,,,,,,Long Cut Free ,Black spot free,Shine,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 20% MF + 5% GF FR PA6 Cool Grey,710C2383F5,,20,30,1.34,1.38,23,27,0.15,70,80,2,8,"3,000.00","4,000.00",100,120,30,,,,V2,3.2,150,,960,3.2,,,,Rev. No. 00,Grey,0.7,1,-,220 ± 2,195,-,-,600,20,-,1.00E+14,1.00E+12,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 90,275°C/2.16kg,-,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,V2,960,960,85.13,-0.89,0.33,8/5/2022,85.51,-0.93,0.49,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 30% GF PA6 Natural,710C3031W,,15,,1.34,1.38,28,32,0.15,160,200,6,10,"5,000.00","6,000.00",250,300,150,,,,-,3.2,200,210,,,,,,Rev. No. 00,Natural,0.3,1,,220 ± 2,,-,-,-,-,-,-,-,80 - 100,4-Feb,230 - 240,240 - 250,250 - 260,260 - 280,60 - 80,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,6/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CiLON™ 40% GF PA66 Black, UV Stabilized",720C4001UV,,2,6,1.43,1.47,38,42,0.2,165,185,4,8,"5,500.00","7,500.00",250,280,120,,,,-,3.2,,,-,3.2,,,,Rev. No. 00,Black,0.3,0.4,-,260 ± 5,,-,-,-,-,-,-,-,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,0.3,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,2/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eCiLON™ 40% GF PA66 Black, UV Stabilized",721C4001UV,,3,8,1.43,1.47,38,42,0.2,155,175,3,7,"5,200.00","7,200.00",235,265,110,,,,-,3.2,,,-,3.2,,,,Rev. No. 00,Black,,0.4,-,255 ± 5,,-,-,-,-,-,-,-,80 - 100,4-Feb,245 - 255,260 - 275,270 - 280,280 - 300,80 - 110,275°C/2.16kg,,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,2/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eCiLON™ 40% GF PA66 Black,721C4001,,2,6,1.38,1.42,38,42,0.15,130,160,6,10,"5,000.00","6,000.00",225,255,150,,,,,,230,240,,3.2,,,,Rev. No. 01,Black,0.3,1,,260 ± 3,,,,,,,,,80 - 100,4-Feb,245 - 255,260 - 275,270 - 280,280 - 300,80 - 110,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,21/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#N/A,710C2383F3,,20,30,1.34,1.38,23,27,0.15,70,80,2,8,"3,000.00","4,000.00",100,120,30,,,,V2,3.2,150, ,960,3.2,,,,Rev. No. 00,Grey,0.7,1,-,220 ± 2,195,-,-,600,20,-,1.00E+14,1.00E+12,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min, ,V2,960,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 25% GF FR PA66 Black,720C2001F,,10,30,1.34,1.38,23,27,0.2,120,140,5,9,"5,000.00","7,000.00",180,200,90,,,,V0,3.2,225,235,960,3.2,,,,Rev. No. 00,Black,0.4,1,,260 ± 3,245,,,> 550,,-,1.00E+15,1.00E+13,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,0.6,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V0,V0,,,,,,27/5/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
CiLON™ 25% GF PA66 Black,720C2001,,15,25,1.28,1.32,23,27,0.2,140,160,5,9,"7,000.00","9,000.00",210,230,80,,,,,,235,245,,,,,,Rev. No. 00,Black,0.4,1,,260 ± 3,245,,,,,,,,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,0.9,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,9/8/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiLON™ 20% GF PA66 UV Stabilized Black,720C2002,,10,30,1.3,1.34,18,22,0.2,120,140,5,9,"4,500.00","6,500.00",180,200,80,,,,,,220,230,,,,,,Rev. No. 00,Black,0.5,1,,260 ± 3,240,,,,,,,,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,4/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiLON™ 60% GF PA66 Natural,720C6031,,3,9,1.63,1.67,58,62,0.15,220,240,2,6,"8,000.00","14,000.00",360,400,250,,,,-,3.2,248,258,650,3.2,,,,Rev. No. 00,Natural,0.1,0.8,,260 ± 3,260,,,550,,,1.00E+14,1.00E+12,80 - 100,4-Feb,260-270,280-290,280 - 290,290 - 310,80 - 110,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,,,,6/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
CiLON™ 20%MF + 5% GF FR PA6 RAL8016 Brown,710C2311F,,10,30,1.38,1.42,23,27,0.2,60,70,2,6,"3,500.00","5,500.00",105,115,35,,,,V2,1.5,140,150,960,3.2,,,,Rev. No. 00,RAL 8016 Brown,0.7,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,V2,960,960,,,,1/9/2022,32.32,-7.06,5.58,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
"CiLON™ 30% GF FR PA6 Natural, Halogen Free",710C3031F1,,10,30,1.4,1.44,28,32,0.2,110,130,6,10,"5,000.00","7,000.00",210,230,100,,,,V0,3.2,200,210,960,3.2,,,,Rev. No. 00,Natural,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,240 - 250,245 - 255,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,V0,,960,,,,7/9/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
CiLON™ 15%MF + 15%GF PA6 Black,710C3301A,,20,40,1.34,1.38,28,32,0.2,110,130,6,10,"4,000.00","6,000.00",180,200,40,,,, -, -,180,190,-,-,,,,Rev. No. 00,Black,0.5,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,240 - 250,245 - 255,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,1/9/2022,,,,,,,,Long Cut Free,Black Spot Free,Shine,,,,,,,,,,,,,,,,,,,
eCiLON™ 30% GF PA6 White,711C3091,,10,30,1.35,1.39,28,32,0.2,100,120,4,8,"6,500.00","8,500.00",175,195,55,,,, -, -,190,200, -, -,,,,Rev. No. 00,White,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,240 - 250,245 - 255,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min, -, -, -, -,,,,12/9/2022,89,-1.12,-3.08,,,,,,,,PCR,,65,,,,,,,,,,,,,,0.5,,
CiLON™ 20% GF PA6 HF FR RAL7035 Grey,710C2082F1,,10,30,1.38,1.42,18,22,0.2,110,130,6,10,"3,500.00","5,500.00",180,200,80,,,,V0,3.2,180,190,960,3.2,,,,Rev. No. 00,RAL7035 Grey,0.4,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V0,V0,960,960,,,,5/10/2022,80.52,-0.81,0.91,,,,,Long Cut Free ,Black spot free,shine,,,,,,,,,,,,,,,,,0.5,>0.5,3
CiLON™ 20% GF PA6 HF FR RAL7016 Grey,710C2082F2,,10,30,1.38,1.42,18,22,0.2,110,130,6,10,"3,500.00","5,500.00",180,200,80,,,,V0,3.2,180,190,960,3.2,,,,Rev. No. 00,RAL7016 Grey,0.4,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V0,V0,960,960,,,,5/10/2022,,,,,,,,Long Cut Free ,Black spot free,shine,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 20% GF PA66 Natural,720C2032,,10,30,1.26,1.3,18,22,0.2,120,140,6,10,"5,000.00","8,000.00",220,240,100,,,, -, -,190,205, -, -,,,,Rev. No. 00,Natural,0.5,1,,260 ± 3,,,,,,,,,80 - 120,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 120,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min, -, -, -, -,,,,6/10/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZiLITE™ 30% MF PBT + PET White,740C3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiLON™ 15% GF PA6 Heat Stabilized Black,710C1001HS,,10,30,1.19,1.23,13,17,0.2,105,125,4,8,"3,000.00","5,000.00",160,190,70,,,,,3.2,175,185,,,,,,Rev. No. 00,Black,0.6,1,,220 ± 2,,,,,,,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,12/10/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HiLENE™ 20% GF PP Heat Stabiized Black,500C2001HS,,7,17,1.01,1.05,18,22,0.2,50,70,4,8,"2,500.00","4,500.00",80,100,100,,,,,3.2,135,145,,,,,,Rev. No. 00,Black,1,0.25,,160 ± 3,,,,,,,,,80 - 90,4-Feb,160 - 170,170 - 180,180 - 190,190 - 200, 60 - 80,230°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,12/10/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiLON™ 50% GF PA6 UV Stabilized Black,710C5001UV,,10,20,1.48,1.52,48,52,0.2,140,160,6,10,"8,000.00","12,000.00",240,280,80,,,,,3.2,210,220,,,,,,Rev. No. 00,Black,0.2,1,,220 ± 2,,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,240 - 250,250 - 260,270 - 290,70 - 90,275°C/2.16kg, -,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,17/10/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
